Название;Артист;Продолжительность(мс);Наличие мата;Дата релиза;Жанр;Количество треков у артиста;Количество лайков артиста;Количество лайков альбома;ID трека;ID артиста;Язык
St Germain;Vanessa Paradis;156060;False;2009-11-16T00:00:00+03:00;pop;166;13784;303;114573;28801;fr
Jackadi;Vanessa Paradis;165090;False;2009-11-16T00:00:00+03:00;pop;166;13784;303;114574;28801;fr
Tandem;Vanessa Paradis;206140;False;2019-11-29T00:00:00+03:00;estrada;166;13784;1002;114577;28801;fr
Dis lui toi que je t'aime;Vanessa Paradis;236620;False;2019-11-29T00:00:00+03:00;estrada;166;13784;1002;114578;28801;fr
Dans mon café;Vanessa Paradis;270320;False;2009-11-16T00:00:00+03:00;pop;166;13784;303;114579;28801;fr
Be My Baby;Vanessa Paradis;221210;False;2019-11-29T00:00:00+03:00;estrada;166;13784;1002;114580;28801;en
Just As Long As You Are There;Vanessa Paradis;206620;False;2019-11-29T00:00:00+03:00;estrada;166;13784;1002;114582;28801;en
Les Filles Electriques;Vanessa Paradis;135860;False;2009-11-16T00:00:00+03:00;pop;166;13784;303;114583;28801;fr
Natural High;Vanessa Paradis;202500;False;2019-11-29T00:00:00+03:00;estrada;166;13784;1002;114584;28801;en
Commando;Vanessa Paradis;220820;False;2019-11-29T00:00:00+03:00;estrada;166;13784;1002;114585;28801;fr
Il y a;Vanessa Paradis;158560;False;2019-11-29T00:00:00+03:00;estrada;166;13784;1002;114586;28801;fr
Marilyn & John;Vanessa Paradis;232590;False;2009-11-16T00:00:00+03:00;pop;166;13784;303;114587;28801;fr
Maxou;Vanessa Paradis;227630;False;2009-11-16T00:00:00+03:00;pop;166;13784;303;114589;28801;fr
Pourtant;Vanessa Paradis;216500;False;2019-11-29T00:00:00+03:00;estrada;166;13784;1002;114590;28801;fr
Que fait la vie;Vanessa Paradis;259890;False;2019-11-29T00:00:00+03:00;estrada;166;13784;1002;114592;28801;fr
La Ballade De Johnny Jane;Vanessa Paradis;152650;False;2009-11-16T00:00:00+03:00;pop;166;13784;303;114593;28801;fr
Sunday Mondays;Vanessa Paradis;237360;False;2019-11-29T00:00:00+03:00;estrada;166;13784;1002;114594;28801;en
Bold As Love;The Jimi Hendrix Experience;250000;False;2010-01-01T00:00:00+03:00;hardrock;132;47428;2867;114610;4702;en
Night Bird Flying;Jimi Hendrix;235570;False;1971-03-05T00:00:00+03:00;classical;202;53316;507;114611;4700;en
Gloria (TTG Studios, Hollywood, CA, October 29, 1968);The Jimi Hendrix Experience;533800;False;2013-08-19T00:00:00+04:00;hardrock;132;47428;352;114612;4702;en
Lover Man;Jimi Hendrix;311600;False;2013-08-19T00:00:00+04:00;hardrock;202;53316;352;114613;4700;en
Freedom;Jimi Hendrix;209400;False;1971-03-05T00:00:00+03:00;classical;202;53316;507;114614;4700;en
Cross Town Traffic;The Jimi Hendrix Experience;144900;False;1968-10-16T00:00:00+03:00;rock;132;47428;978;114615;4702;en
Castles Made Of Sand;The Jimi Hendrix Experience;168920;False;2010-01-01T00:00:00+03:00;hardrock;132;47428;2867;114616;4702;en
I Don't Live Today;The Jimi Hendrix Experience;393640;False;2013-08-19T00:00:00+04:00;hardrock;132;47428;352;114617;4702;en
Angel;Jimi Hendrix;265810;False;1971-03-05T00:00:00+03:00;classical;202;53316;507;114618;4700;en
It's Too Bad (Record Plant, New York, NY, February 11, 1969);The Jimi Hendrix Experience;531880;False;2013-08-19T00:00:00+04:00;hardrock;132;47428;352;114619;4702;en
All Along The Watchtower;The Jimi Hendrix Experience;243130;False;1968-10-16T00:00:00+03:00;rock;132;47428;978;114620;4702;en
Dolly Dagger;Jimi Hendrix;287700;False;1971-10-01T00:00:00+03:00;rock;202;53316;221;114621;4700;en
Hear My Train A Comin' (Olympic Studios, London, UK, February 17, 1969);The Jimi Hendrix Experience;418490;False;2013-08-19T00:00:00+04:00;hardrock;132;47428;352;114622;4702;en
Purple Haze;The Jimi Hendrix Experience;185970;False;2009-04-13T00:00:00+04:00;rock;132;47428;179;114623;4702;en
Highway Chile;The Jimi Hendrix Experience;213480;False;2010-01-01T00:00:00+03:00;hardrock;132;47428;2901;114624;4702;en
Red House;The Jimi Hendrix Experience;689070;False;2015-05-19T00:00:00+03:00;jazz;132;47428;45;114625;4702;en
If 6 Was 9;The Jimi Hendrix Experience;334520;False;2010-01-01T00:00:00+03:00;hardrock;132;47428;2867;114626;4702;en
Spanish Castle Magic;The Jimi Hendrix Experience;185800;False;2010-01-01T00:00:00+03:00;hardrock;132;47428;2867;114627;4702;en
Little Wing;The Jimi Hendrix Experience;147340;False;2010-01-01T00:00:00+03:00;hardrock;132;47428;2867;114628;4702;en
Voodoo Chile (Slight Return);The Jimi Hendrix Experience;314060;False;1968-10-16T00:00:00+03:00;rock;132;47428;978;114629;4702;en
Star Spangled Banner;Jimi Hendrix;223480;False;1969-08-18T00:00:00+03:00;rock;202;53316;463;114630;4700;en
F. Loewe: A Snake In The Grass;Bob Fosse;304640;False;2007-12-13T00:00:00+03:00;soundtrack;21;8;39;114633;172379;en
Haiku;Franco Battiato;156890;False;2009-11-13T00:00:00+03:00;pop;406;214;1;114642;33439;it
Inneres Auge;Franco Battiato;225850;False;2009-11-13T00:00:00+03:00;pop;406;214;1;114643;33439;it
No Time No Space;Franco Battiato;194060;False;2009-11-13T00:00:00+03:00;pop;406;214;1;114644;33439;it
L'Incantesimo;Franco Battiato;200090;False;2009-11-13T00:00:00+03:00;pop;406;214;1;114645;33439;it
'U Cuntu;Franco Battiato;171750;False;2009-11-13T00:00:00+03:00;pop;406;214;1;114646;33439;it
Tibet;Franco Battiato;198340;False;2009-11-13T00:00:00+03:00;pop;406;214;1;114647;33439;en
La Quiete Dopo Un Addio;Franco Battiato;203780;False;2009-11-13T00:00:00+03:00;pop;406;214;1;114648;33439;it
Stage Door;Franco Battiato;219890;False;2009-11-13T00:00:00+03:00;pop;406;214;1;114649;33439;it
Un'Altra Vita;Franco Battiato;189460;False;2009-11-13T00:00:00+03:00;pop;406;214;1;114650;33439;it
Inverno;Franco Battiato;208660;False;2009-11-13T00:00:00+03:00;pop;406;214;1;114651;33439;it
Non Si Può Morire Dentro;Francesco Renga;272370;False;2009-11-13T00:00:00+03:00;pop;118;209;13;114652;42220;it
Dio Come Ti Amo;Francesco Renga;276270;False;2009-11-13T00:00:00+03:00;pop;118;209;13;114653;42220;it
Lei (She);Francesco Renga;183220;False;2009-11-13T00:00:00+03:00;pop;118;209;13;114654;42220;it
L'Ultima Occasione;Francesco Renga;206360;False;2009-11-13T00:00:00+03:00;pop;118;209;13;114655;42220;en
La Voce Del Silenzio;Francesco Renga;221020;False;2009-11-13T00:00:00+03:00;pop;118;209;13;114656;42220;it
Uomo Senza Età;Francesco Renga;189230;False;2009-11-13T00:00:00+03:00;pop;118;209;13;114657;42220;it
L'Immensità;Francesco Renga;233660;False;2009-11-13T00:00:00+03:00;pop;118;209;13;114658;42220;it
Io Che Non Vivo Senza Te;Francesco Renga;192780;False;2009-11-13T00:00:00+03:00;pop;118;209;13;114659;42220;it
Angelo;Francesco Renga;210360;False;2009-11-13T00:00:00+03:00;pop;118;209;13;114660;42220;it
Se Perdo Te  (The Time Has Come);Francesco Renga;189460;False;2009-11-13T00:00:00+03:00;pop;118;209;13;114661;42220;it
Un Amore Così Grande;Francesco Renga;235250;False;2009-11-13T00:00:00+03:00;pop;118;209;13;114662;42220;it
Pugni Chiusi;Francesco Renga;168200;False;2009-11-13T00:00:00+03:00;pop;118;209;13;114663;42220;it
Bedshaped;Keane;244250;False;2004-05-10T00:00:00+04:00;rock;117;49751;1474;114685;12357;en
This Is The Last Time;Keane;215850;False;2004-05-10T00:00:00+04:00;rock;117;49751;1474;114688;12357;en
Somewhere Only We Know;Keane;229080;False;2004-05-10T00:00:00+04:00;rock;117;49751;1474;114689;12357;en
This Is The Last Time;Keane;208840;False;2013-11-11T00:00:00+04:00;rock;117;49751;2927;114690;12357;en
Bend & Break;Keane;225640;False;2004-05-10T00:00:00+04:00;rock;117;49751;1474;114691;12357;en
The Way You Want It;Keane;202970;False;2004-09-21T00:00:00+04:00;rock;117;49751;46;114693;12357;en
Snowed Under;Keane;228820;False;2013-11-11T00:00:00+04:00;rock;117;49751;2927;114694;12357;en
Bedshaped;Keane;278000;False;2013-11-11T00:00:00+04:00;rock;117;49751;2927;114695;12357;en
She Has No Time;Keane;346050;False;2004-05-10T00:00:00+04:00;rock;117;49751;1474;114696;12357;en
This Is The Last Time;Keane;207160;False;2004-05-10T00:00:00+04:00;rock;117;49751;1474;114698;12357;en
On A Day Like Today;Keane;326890;False;2004-05-10T00:00:00+04:00;rock;117;49751;1474;114699;12357;en
Everybody's Changing;Keane;215980;False;2013-11-11T00:00:00+04:00;rock;117;49751;2927;114702;12357;en
Somewhere Only We Know;Keane;249730;False;2004-05-10T00:00:00+04:00;rock;117;49751;1474;114703;12357;en
A Heart To Hold You;Keane;237890;False;2004-05-10T00:00:00+04:00;rock;117;49751;1474;114704;12357;en
With Or Without You - Jo Whiley Show;Keane;212330;False;2020-02-14T00:00:00+03:00;pop;117;49751;58;114705;12357;en
Into The Light;Keane;197040;False;2004-05-10T00:00:00+04:00;rock;117;49751;1474;114706;12357;en
We Might As Well Be Strangers;Keane;197620;False;2004-05-10T00:00:00+04:00;rock;117;49751;1474;114707;12357;en
We Might As Well Be Strangers;Keane;200290;False;2004-05-10T00:00:00+04:00;rock;117;49751;1474;114708;12357;en
Everybody's Changing;Keane;231540;False;2004-05-10T00:00:00+04:00;rock;117;49751;1474;114709;12357;en
Little Drummer Boy;Ronan Keating;191360;False;2009-11-16T00:00:00+03:00;pop;161;2563;140;114710;4201;en
Ring Them Bells;Ronan Keating;207170;False;2009-11-16T00:00:00+03:00;pop;161;2563;140;114711;4201;en
Winter Song;Ronan Keating;258610;False;2009-11-16T00:00:00+03:00;pop;161;2563;140;114712;4201;en
Caledonia;Ronan Keating;242780;False;2009-11-16T00:00:00+03:00;pop;161;2563;140;114713;4201;en
Scars;Ronan Keating;239330;False;2009-11-16T00:00:00+03:00;pop;161;2563;140;114714;4201;en
Homeward Bound;Ronan Keating;194270;False;2009-11-16T00:00:00+03:00;pop;161;2563;140;114715;4201;en
It's Only Christmas;Ronan Keating;204140;False;2009-11-16T00:00:00+03:00;pop;161;2563;140;114716;4201;en
Silent Night;Ronan Keating;195030;False;2009-11-16T00:00:00+03:00;pop;161;2563;140;114717;4201;en
Have Yourself A Merry Little Christmas;Ronan Keating;171960;False;2009-11-16T00:00:00+03:00;pop;161;2563;140;114718;4201;en
River;Ronan Keating;244870;False;2009-11-16T00:00:00+03:00;pop;161;2563;140;114719;4201;en
I Won't Last A Day Without You;Ronan Keating;237920;False;2009-11-16T00:00:00+03:00;pop;161;2563;140;114720;4201;en
Stay;Ronan Keating;276790;False;2009-11-16T00:00:00+03:00;pop;161;2563;140;114721;4201;en
Unchained Melody;Keith Murrell;217570;False;2009-11-10T00:00:00+03:00;soundtrack;31;1;68;114725;42235;en
Greased Lightnin';Lance Ellington;190240;False;2009-11-10T00:00:00+03:00;soundtrack;44;1;68;114726;42236;en
Space Oddity;Keith Murrell;319550;False;2009-11-10T00:00:00+03:00;soundtrack;31;1;68;114727;42235;en
Be Bop A Lula;Chris Cawte;181180;False;2009-11-10T00:00:00+03:00;soundtrack;1;0;68;114730;42239;en
Long Tall Sally;John Sloman;130820;False;2009-11-10T00:00:00+03:00;soundtrack;29;12;68;114731;34913;en
Lollipop;Sophie Green;150750;False;2009-11-10T00:00:00+03:00;soundtrack;1;6;68;114732;42238;en
Tried To Save The World;Tom Cawte;230110;False;2009-11-10T00:00:00+03:00;soundtrack;3;2;68;114733;42240;en
Little Drummer Boy;Hayley Westenra;196260;False;2009-11-30T00:00:00+03:00;pop;160;1000;39;114734;9644;en
The Little Road To Bethlehem;Hayley Westenra;156810;False;2009-11-30T00:00:00+03:00;pop;160;1000;39;114735;9644;en
Winter's Dream;Hayley Westenra;241730;False;2009-11-30T00:00:00+03:00;pop;160;1000;39;114736;9644;en
The Coventry Carol;Hayley Westenra;175460;False;2009-11-30T00:00:00+03:00;pop;160;1000;39;114737;9644;en
Sleigh Ride;Hayley Westenra;192570;False;2009-11-30T00:00:00+03:00;pop;160;1000;39;114738;9644;en
Christmas Morning;Hayley Westenra;197300;False;2009-11-30T00:00:00+03:00;pop;160;1000;39;114739;9644;en
The Christmas Song (Chestnuts Roasting On An Open Fire);Hayley Westenra;169180;False;2009-11-30T00:00:00+03:00;pop;160;1000;39;114740;9644;en
All With You;Hayley Westenra;226420;False;2009-11-30T00:00:00+03:00;pop;160;1000;39;114741;9644;en
Peace Shall Come;Hayley Westenra;243090;False;2009-11-30T00:00:00+03:00;pop;160;1000;39;114742;9644;en
Carol Of The Bells;Hayley Westenra;180880;False;2009-11-30T00:00:00+03:00;pop;160;1000;39;114743;9644;en
Veni Veni Emmanuel;Hayley Westenra;241320;False;2009-11-30T00:00:00+03:00;pop;160;1000;39;114744;9644;ca
River;Hayley Westenra;223810;False;2009-11-30T00:00:00+03:00;pop;160;1000;39;114745;9644;en
Corpus Christi Carol;Hayley Westenra;166340;False;2009-11-30T00:00:00+03:00;pop;160;1000;39;114746;9644;en
Silent Night;Hayley Westenra;183480;False;2009-11-30T00:00:00+03:00;pop;160;1000;39;114747;9644;en
Where Serpents Dwell;Hanging Garden;305520;False;2009-01-01T00:00:00+03:00;gothicmetal;67;627;25;114833;42307;en
The Fires of Sheol;Hanging Garden;447890;False;2009-01-01T00:00:00+03:00;gothicmetal;67;627;25;114834;42307;en
Oceans Away;Hanging Garden;450610;False;2009-01-01T00:00:00+03:00;gothicmetal;67;627;25;114835;42307;en
Wolves Cry Out;Hanging Garden;582920;False;2009-01-01T00:00:00+03:00;gothicmetal;67;627;25;114836;42307;en
Hands That Decay;Hanging Garden;475760;False;2009-01-01T00:00:00+03:00;gothicmetal;67;627;25;114837;42307;en
The Blackbirds;Hanging Garden;442120;False;2009-01-01T00:00:00+03:00;gothicmetal;67;627;25;114838;42307;en
Times of Disgrace;Hanging Garden;455860;False;2009-01-01T00:00:00+03:00;gothicmetal;67;627;25;114839;42307;en
Needle In The Hay;Melissa Laveaux;201110;False;2008-11-10T00:00:00+03:00;pop;69;77;21;114844;42309;en
Dodo Titit;Melissa Laveaux;137110;False;2008-11-10T00:00:00+03:00;pop;69;77;21;114850;42309;tl
Chère Trahison;Melissa Laveaux;168480;False;2008-11-10T00:00:00+03:00;pop;69;77;21;114854;42309;fr
Jumpin' Jack Flash;Thelma Houston;203460;False;2019-12-06T00:00:00+03:00;pop;200;1178;28;114855;22287;en
Who Wouldn't Love A Man Like That;Mable John;170620;False;2004-03-15T00:00:00+03:00;rnb;59;19;2;114856;37047;en
When I'm Gone;Brenda Holloway;128720;False;;pop;171;1581;4;114858;950;en
Every Little Bit Hurts;Brenda Holloway;174260;False;2013-03-12T00:00:00+04:00;rnb;171;1581;38;114859;950;en
Helpless;Kim Weston;172690;False;2013-03-05T00:00:00+04:00;rnb;179;592;;114860;1034;en
Operator;Brenda Holloway;198090;False;2005-02-07T00:00:00+03:00;pop;171;1581;8;114861;950;en
Come On And See Me;Tammi Terrell;141640;False;2001-11-20T00:00:00+03:00;rnb;120;43984;249;114862;971;en
Actions Speak Louder Than Words;Mable John;171620;False;2004-03-15T00:00:00+03:00;rnb;59;19;2;114865;37047;en
You're My Remedy;The Marvelettes;182290;False;2009-06-23T00:00:00+04:00;pop;262;2664;23;114866;3665;en
You Beat Me To The Punch;Mary Wells;164850;False;2013-03-12T00:00:00+04:00;rnb;332;520;38;114869;1026;en
Take Me In Your Arms (Rock Me A Little While);Kim Weston;175370;False;2013-03-05T00:00:00+04:00;rnb;179;592;;114870;1034;en
If I Had You;Carpenters;237210;False;2002-10-15T00:00:00+04:00;pop;248;2520;190;114871;40880;en
Slow Dance;Carpenters;213390;False;1999-02-25T00:00:00+03:00;pop;248;2520;26;114872;40880;en
Remember When Lovin' Took All Night;Carpenters;227420;False;1999-02-25T00:00:00+03:00;pop;248;2520;26;114873;40880;en
When I Fall In Love;Carpenters;188330;False;2018-08-31T00:00:00+03:00;pop;248;2520;27;114874;40880;en
The Uninvited Guest;Carpenters;264300;False;1999-02-25T00:00:00+03:00;pop;248;2520;26;114875;40880;en
You're The One;Carpenters;254260;False;2018-08-31T00:00:00+03:00;pop;248;2520;27;114876;40880;en
If We Try;Carpenters;224130;False;1999-02-25T00:00:00+03:00;pop;248;2520;26;114877;40880;en
Lovelines;Carpenters;268980;False;1999-02-25T00:00:00+03:00;pop;248;2520;26;114878;40880;en
Little Girl Blue;Carpenters;204600;False;2002-10-15T00:00:00+04:00;pop;248;2520;190;114879;40880;en
Honolulu City Lights;Carpenters;200090;False;1999-02-25T00:00:00+03:00;pop;248;2520;26;114880;40880;en
Kiss Me The Way You Did Last Night;Carpenters;243640;False;1999-02-25T00:00:00+03:00;pop;248;2520;26;114881;40880;en
Mot den nya världen;Sissel Kyrkjebø;165690;False;2009-11-09T00:00:00+03:00;pop;31;411;20;114882;738949;sv
Jul, jul, strålande jul;Sissel Kyrkjebø;243280;False;2009-11-09T00:00:00+03:00;pop;31;411;20;114883;738949;sv
I en steingrå vinter;Sissel Kyrkjebø;279320;False;2009-11-09T00:00:00+03:00;pop;31;411;20;114884;738949;no
Maria hun er en jomfru ren;Sissel Kyrkjebø;192400;False;2009-11-09T00:00:00+03:00;pop;31;411;20;114885;738949;no
Den fagraste rosa;Sissel Kyrkjebø;210170;False;2009-11-09T00:00:00+03:00;pop;31;411;20;114886;738949;no
Jag vill alltid följa dig;Sissel Kyrkjebø;194410;False;2009-11-09T00:00:00+03:00;pop;31;411;20;114887;738949;sv
Det lyser i stille grender;Sissel Kyrkjebø;221930;False;2009-11-09T00:00:00+03:00;pop;31;411;20;114888;738949;no
No høyr, de gode folk;Sissel Kyrkjebø;239250;False;2009-11-09T00:00:00+03:00;pop;31;411;20;114889;738949;no
Velkommen igen;Sissel Kyrkjebø;236180;False;2009-11-09T00:00:00+03:00;pop;31;411;20;114890;738949;no
Jul i svingen;Sissel Kyrkjebø;221600;False;2009-11-09T00:00:00+03:00;pop;31;411;20;114891;738949;no
Upp gledjest alle, gledjest no;Sissel Kyrkjebø;228250;False;2009-11-09T00:00:00+03:00;pop;31;411;20;114892;738949;no
Rain;MIKA;371040;False;2009-11-16T00:00:00+03:00;pop;133;19477;21;114908;17373;en
Poker Face;MIKA;189750;False;2009-11-16T00:00:00+03:00;pop;133;19477;21;114909;17373;en
End Credits;Chase & Status;200600;False;2011-11-21T00:00:00+04:00;dnb;156;97720;2581;114910;42330;en
Driving Me Stupid;Serabee;219930;False;2009-11-10T00:00:00+03:00;pop;12;1;1;114932;42335;en
You Make It Real;James Morrison;212350;False;2008-09-29T00:00:00+04:00;rock;101;4768;114;114935;8289;en
You Give Me Something;James Morrison;212500;False;2006-09-11T00:00:00+04:00;rock;101;4768;225;114936;8289;en
If You Don't Wanna Love Me;James Morrison;255390;False;2008-09-29T00:00:00+04:00;rock;101;4768;114;114937;8289;en
Wonderful World;James Morrison;207860;False;2006-09-11T00:00:00+04:00;rock;101;4768;225;114939;8289;en
Once When I Was Little;James Morrison;282070;False;2008-09-29T00:00:00+04:00;rock;101;4768;114;114941;8289;en
Broken Strings;James Morrison;260830;False;2008-12-07T00:00:00+03:00;rock;101;4768;14;114942;8289;en
Love Call;The Jackson 5;146780;False;2009-11-10T00:00:00+03:00;rnb;313;35013;20;114944;1020;en
Man's Temptation;The Jackson 5;339690;False;2009-11-10T00:00:00+03:00;rnb;313;35013;20;114945;1020;en
ABC;The Jackson 5;204380;False;2009-11-10T00:00:00+03:00;rnb;313;35013;20;114946;1020;en
Lucky Day;The Jackson 5;163810;False;2009-11-10T00:00:00+03:00;rnb;313;35013;20;114947;1020;en
Never Can Say Goodbye;The Jackson 5;178100;False;2009-11-10T00:00:00+03:00;rnb;313;35013;20;114948;1020;en
That's How Love Is;The Jackson 5;159600;False;2009-11-10T00:00:00+03:00;rnb;313;35013;20;114949;1020;en
Dancing Machine;The Jackson 5;265900;False;2009-11-10T00:00:00+03:00;rnb;313;35013;20;114950;1020;en
Listen I'll Tell You How;The Jackson 5;181180;False;2009-11-10T00:00:00+03:00;rnb;313;35013;20;114951;1020;en
Love Comes In Different Flavors;The Jackson 5;196670;False;2009-11-10T00:00:00+03:00;rnb;313;35013;20;114953;1020;en
Medley: I Want You Back/ABC/The Love You Save;The Jackson 5;186750;False;2009-11-10T00:00:00+03:00;rnb;313;35013;20;114954;1020;en
Buttercup;The Jackson 5;233790;False;2009-11-10T00:00:00+03:00;rnb;313;35013;20;114955;1020;en
Nuttin' For Christmas;Sugarland;203320;False;2009-10-13T00:00:00+04:00;;76;416;2;114956;20208;en
Winter Wonderland;Sugarland;146970;False;2009-10-13T00:00:00+04:00;;76;416;2;114957;20208;en
Gold And Green;Sugarland;241480;False;2009-10-13T00:00:00+04:00;;76;416;2;114958;20208;en
Silent Night;Sugarland;202280;False;2009-10-13T00:00:00+04:00;;76;416;2;114959;20208;en
Little Wood Guitar;Sugarland;252860;False;2009-10-13T00:00:00+04:00;;76;416;2;114960;20208;en
Holly Jolly Christmas;Sugarland;185520;False;2019-11-22T00:00:00+03:00;;76;416;1;114961;20208;en
City Of Silver Dreams;Sugarland;258450;False;2009-10-13T00:00:00+04:00;;76;416;2;114962;20208;en
Maybe Baby (New Year's Day);Sugarland;301890;False;2009-10-13T00:00:00+04:00;;76;416;2;114963;20208;en
O Come, O Come, Emmanuel;Sugarland;246450;False;2009-10-13T00:00:00+04:00;;76;416;2;114964;20208;en
Coming Home;Sugarland;211970;False;2009-10-13T00:00:00+04:00;;76;416;2;114965;20208;en
Rodgers: I Have Dreamed [The King and I];Julie Andrews;276560;False;2010-04-05T00:00:00+04:00;classical;1080;190;9;114978;39972;en
Winner Takes It All;Siobhan McCarthy;248370;False;1999-11-01T00:00:00+03:00;musical;13;3;387;114979;39908;en
Time Heals Everything;Bernadette Peters;201400;False;2007-10-16T00:00:00+04:00;classical;140;20;13;114980;42352;en
